price,Brand,Series,Model,Interface,Chipset Manufacturer,GPU Series,GPU,Core Clock,Boost Clock,CUDA Cores,Effective Memory Clock,Memory Size,Memory Interface,Memory Type,DirectX,OpenGL,HDMI,Multi-Monitor Support,DisplayPort,Other Ports,Max Resolution,SLI Support,Virtual Reality Ready,Cooler,Thermal Design Power,System Requirements,Power Connector,HDCP Ready,Features,Max GPU Length,Card Dimensions (L x H),Slot Width,Package Contents,Date First Available,Operating Systems Supported,DVI,Dual-Link DVI Supported,Form Factor,Option,Edition,Low Profile Bracket Included,D-SUB,RAMDAC,Shader Clock,Stream Processors,CrossFireX Support,3D VISION Game Ready,RoHS Compliant,Thunderbolt 3,TV-Out,CATV,PixelPipelines,VIVO,Tuner,Windows Vista,Mac Edition,Eyefinity Support,
625.0,ZOTAC,None,ZT-P10710G-10P,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1070 Ti,1607 MHz,1683 MHz,2432,8.0 Gbps,8GB,256-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,None,None,Yes,Double Fans,None,500-watt power supply recommended180-watt max power consumption,8-Pin,None,Metal BackplateVR ReadySimultaneous Multi-ProjectionNVIDIA AnselNVIDIA G-SyncNVIDIA GameStreamVulkan APISingle Color LEDSuper Compact,211 mm,8.31" x 4.92",Dual Slot,ZOTAC GeForce GTX 1070 Ti MiniDual 6-pin to 8-pin power cableUser ManualDriver Disk,March 11  2019,Microsoft Windows 10/8/7 x86/x64,1 x DL-DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
160.32,ASUS,Phoenix,PH-GTX1050TI-4G,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1050 Ti,1290 MHz,1392 MHz,768,7008 MHz (DDR2),4GB,128-Bit,GDDR5,None,OpenGL 4.5,1 x Native HDMI 2.0,None,1 x Native DisplayPort 1.4,None,7680 x 4320,None,None,Single Fan,75W,None,None,Yes,New NVIDIA Pascal architecture delivers improved performance and power efficiencyClassic and modern games at 1080p @ 60 FPSFast  smooth  power-efficient gaming experiencesPlug and play design requires no PCIe power connectors for easy graphics upgradePhoenix Double-ball Bearing Cooling Fan provides superior airflow with 2x longer lifespanAuto-Extreme Technology delivers premium quality and reliability with aerospace-grade Super Alloy Power II components to run faster and last longer than referenceGPU Tweak II makes monitoring performance and streaming easier than ever  featuring Game Booster and XSplit Gamecaster  all via an intuitive interface,192 mm,7.56" x 4.37",Dual Slot,None,November 14  2016,None,1 x Native DVI-D,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
765.99,ZOTAC,None,ZT-T20700B-10P,PCI Express 3.0,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2070,None,1860 MHz,2304,14.4 Gbps,8GB,256-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,1 x USB Type-C,4096 x 2160,No,Yes,Triple Fans  IceStorm 2.0,225W,Recommended Power Supply: 550W,6-Pin / 8-Pin,Yes,IceStorm 2.0Active Fan ControlGDDR6 memorySPECTRA Lighting SystemWraparound BackplateOC Scanner,308 mm,12.13" x 4.45",2.5-Slot,ZOTAC GAMING GeForce RTX 2070 AMP EXTREME graphics cardDual 6-pin to 8-pin cableDual 4-pin to 6-pin cableUser Manual,October 22  2018,Microsoft Windows 10/7 x64,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
620.0,EVGA,None,06G-P4-3791-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX TITAN,GeForce GTX TITAN BLACK Superclocked,967MHz,1072MHz,2880,7000MHz,6GB,384-Bit,GDDR5,DirectX 11.2,OpenGL 4.4,1 x HDMI,None,1 x DisplayPort,None,None,SLI Ready,None,Single Fan,None,600 watt or greater power supply with a minimum of 42 amps on the +12 volt rail.,None,None,NVIDIA TXAA TechnologyNVIDIA GPU Boost 2.0NVIDIA PhysX TechnologyNVIDIA FXAA TechnologyNVIDIA Adaptive Vertical SyncNVIDIA SurroundSupport for four concurrent displays; two dual-link DVI connectors  HDMI and Displayport 1.2Microsoft DirectX 11.2 API (feature level 11_0) with Direct Compute 5.0 supportNVIDIA 3D Vision-ReadyNVIDIA SLI-ReadyNVIDIA CUDA TechnologyPCI Express 3.0 SupportOpenGL4.4 Support OpenCL SupportNVIDIA SHIELD-ReadyNVIDIA G-Sync-Ready,None,10.50" x 4.38",None,EVGA GeForce GTX TITAN BLACK Superclocked Video CardEVGA Driver/Software Disc1 x DVI to VGA Adapter (For DVI-I) 1 x 6 pin PCI-E Power Adapter 1 x 8 pin PCI-E Power AdapterEVGA Accessory PackUser Guide,July 18  2019,None,1 x DVI-D1 x DVI-I,Yes,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None
1090.0,ZOTAC,None,ZT-P10810D-10P,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080 Ti,1569 MHz,1683 MHz,3584,11 GHz,11GB,352-Bit,GDDR5X,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,None,2-way. HB SLI Bridge compatible,Yes,2 x 100mm fans,None,Recommended Power Supply: 600WPower Consumption: 270W,2 x 8-Pin,Yes,IceStormPowerBoostFREEZE Fan StopSPECTRA LED Lighting16 + 2 Power PhaseVR ReadySimultaneous Multi-ProjectionNVIDIA AnselNVIDIA G-SyncNVIDIA GameStreamVulkan API,300 mm,11.81" x 5.83",Dual Slot,ZOTAC GeForce GTX 1080 Ti AMP Edition2 x Dual 6-pin to 8-pin power cableUser manualDriver disk,December 04  2018,Windows 10 / 8 / 7,1 x DL-DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
650.0,EVGA,None,06G-P4-2790-KR,None,NVIDIA,NVIDIA GeForce GTX TITAN,GeForce GTX TITAN,837MHz,876MHz,2688,6008 MHz,6GB,384-Bit,GDDR5,None,None,None,None,None,None,None,SLI Ready,None,Single Fan,None,None,None,None,Kepler Architecture,None,12.06" x 8.00" x 2.06",None,None,December 08  2018,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None
381.0,PNY,None,VCGGTX10606XGPB-OC,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1060,1582 MHz,1797 MHz,1280,8 Gbps,6GB,192-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,None,None,Double Fans,None,TDP: 120WPCI Express-compliant motherboard with one double-width x16 graphics slotMinimum 500W or greater system power supply300MB of available hard-disk space2GB system memory (4GB or higher recommended)DVD-ROM drive and Internet connection,8-Pin,None,Factory OverclockedPNY Silent XLR8 Twin CoolerSimultaneous Multi-ProjectionVR ReadyNVIDIA Ansel SupportNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 SupportVulkan API SupportOpen GL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680 x 4320 at 60Hz3 x DisplayPort 1.4HDMI 2.0bDL-DVI,233 mm,9.17" x 5.51",Dual Slot,None,March 11  2019,Microsoft Windows 10  Windows 8  Windows 7  Linux  FreeBSDx86,1 x DL-DVI,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1090.0,EVGA,None,11G-P4-6391-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080 Ti,1480 MHz,1582 MHz,3584,11000 MHz,11GB,352-Bit,GDDR5X,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,2-Way SLI,Yes,Double Fans,None,600W or greater power supply.PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,1 x 8-Pin & 1 x 6-Pin,None,EVGA Geforce GTX 1080 Ti Gaming is the ultimate video card.- Experience next-gen performance with the new NVIDIA Pascal Architecture.- Built with 11Gbps GDDR5X memory and massive 11GB frame buffer for unrivaled performance.- Delivers best VR performance  the lowest latency  and plug-and-play compatibility with leading headsets.- Perfect your card's performance with the included FREE EVGA Precision XOC overclocking tool.- 24/7 U.S. Based Technical Support and Warranty Services.,267 mm,10.50" x 4.38",Dual Slot,None,November 05  2018,Windows 10 32/64 bit  Windows 8 32/64 bit  Windows 7 32/64 bit,1 x Dual-Link DVI,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
967.99,ZOTAC,None,ZT-T20800D-10P,PCI Express 3.0,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2080,None,1830 MHz,2944,14.0 Gbps,8GB,256-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,1 x USB TYPE-C,None,NVLink (SLI-Ready),Yes,Triple Fans,225W,Recommended Power Supply: 650W,6-Pin / 8-Pin,Yes,Active Fan StopSPECTRA LightingReal-Time Ray TracingNVIDIA GeForce ExperienceNVIDIA AnselNVIDIA HighlightsNVIDIA G-SYNC CompatibleGame Ready DriversNVIDIA GPU Boost,308 mm,12.13" x 4.45",2.5 slots,ZOTAC GAMING GeForce RTX 2080 AMPDual 6-pin to 8-pin cableDual 4-pin to 8-pin cableUser Manual,October 23  2018,Microsoft Windows 10/7 x64,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
199.0,EVGA,None,01G-P3-N959-TR,PCI Express 2.0 x16,NVIDIA,None,GeForce 9500 GT,550 MHz,None,32,400Mhz (800Mhz Effective),1GB,128-Bit,DDR2,DirectX 10,OpenGL 2.1,None,None,None,None,2560 x 1600,SLI Ready,None,Single Fan,None,Minimum of a 350 Watt power supply.(Minimum recommended power supply with +12 Volt current rating of 18 Amp Amps.)Minimum 400 Watt for SLI mode system.(Minimum recommended power supply with +12 Volt current rating of 22 Amp Amps.),None,Yes,None,None,None,None,01G-P3-N959-TRDriver DiskUser's ManualHDTV CableS-Video CableDVI to VGA/D-sub Adapter,August 24  2018,None,2 x DVI,Yes,None,None,None,None,None,400MHz,None,None,None,None,None,None,HDTV / S-Video Out,None,None,None,None,None,None,None
649.0,ZOTAC,None,ZT-P10710C-10P,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1070 Ti,1607 MHz,1683 MHz,2432,8 GHz,8GB,256-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,None,Yes - SLI HB Bridge Supported,Yes,Double Fans,None,500-watt power supply recommended180-watt max power consumptionDual 8-pin PCI Express power connectors,2 x 8-Pin,Yes,IceStormPowerBoostSPECTRA LED LightingVR ReadySimultaneous Multi-ProjectionNVIDIA AnselNVIDIA G-SyncNVIDIA GameStreamVulkan APIOne-Click OC,300 mm,11.80" x 5.83",Dual Slot,ZOTAC GeForce GTX 1070 Ti AMP! Edition2 x Dual 6-pin to 8-pin power cableUser ManualDriver Disk,September 09  2019,Microsoft Windows 10/8/7 x86/x64,1 x DL-DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1090.0,MSI,None,GTX 1080 Ti AERO 11G OC,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080 Ti,1506 MHz,1620 MHz,3584,11016 MHz,11GB,352-Bit,GDDR5X,DirectX 12,OpenGL 4.5,1 x HDMI,4,3 x DisplayPort,None,None,2-Way SLI,Yes,Single Fan,None,Power consumption: 250WRecommended PSU: 600W,1 x 6-pin  1 x 8-pin,Yes,All Solid Capacitors- 10 years long lifetime under full load.- Lower temperature and higher efficiency.- Aluminum core for higher stability.Afterburner Overclocking Utility- Wireless control through Android/iOS devices.- Predator: In-game video recording.- Kombustor: built-in DirectX12 benchmark.- Supports multi-GPU setups.NVIDIA G-SYNC- Synchronizes the display refresh to your GeForce GTX GPU for the fast  smooth gaming.GeForce GTX VR Ready- NVIDIA's unique set of features ensure you get the right level of performance  image quality and latency to ensure your VR experience is nothing short of amazing.,269 mm,10.59" x 4.37",Dual Slot,None,November 16  2018,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1090.0,ZOTAC,None,ZT-P10810A-10P,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080 Ti FE,1480 MHz,1582 MHz,3584,11010 MHz (11.0 Gbps),11GB,352-Bit,GDDR5X,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,None,SLI Ready,Yes,Single Fan,None,Recommended Power Supply: 600WPower Consumption: 250W,6-pin + 8-pin,Yes,The GeForce GTX 1080 Ti is our new flagship gaming GPU  based on the award-winning NVIDIA Pascal architecture. The latest addition to the ultimate gaming platform  this card is packed with extreme gaming horsepower  next-gen 11 Gbps GDDR5X memory  and a massive 11GB frame buffer.,267 mm,10.50" x 4.38",Dual Slot,Accessories:DisplayPort to DVI adapterDual 4-pin to 6-pin PCIe adapterDual 6-pin to 8-pin PCIe adapterUser Manual,January 17  2019,Windows 10 / 8 / 7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
159.0,HP,None,B4J92AT,PCI Express x16,NVIDIA,None,GeForce GT 630,None,None,None,None,2GB,128-Bit,DDR3,None,None,None,None,2 x DisplayPort,None,2048 x 1536,None,None,Single Fan,None,None,None,None,RAMDAC Speed:400 MHzDigital Signal:YesDisplayPort:Yes,None,None,Single Slot,None,October 18  2017,None,1 x DVI,None,Plug-in Card,None,None,None,None,400MHz,None,None,None,None,None,None,None,None,None,None,None,None,None,None
159.99,EVGA,None,02G-P3-1733-KR,PCI Express 2.0 x8,NVIDIA,None,GeForce GT 730,902 MHz,None,384,1800 MHz,2GB,64-Bit,DDR3,DirectX 12,OpenGL 4.4,1 x HDMI,3,None,None,2560 x 1600,None,None,Fanless,65W,300 Watts or greater power supply with a minimum of 20 Amp on the +12 volt rail.PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,None,None,NVIDIA PhysX technologyPCI Express 2.0 supportNVIDIA Adaptive Vertical SyncMicrosoft DirectX 12 API (feature level 11_0) SupportNVIDIA 3D Vision ReadyNVIDIA CUDA Technology with OpenCL supportOpenGL 4.4 SupportOpenCL SupportNVIDIA FXAA TechnologyNVIDIA TXAA TechnologyNVIDIA PureVideo HD Technology,115 mm,4.50" x 2.72",Dual Slot,None,December 24  2019,Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit  Windows Vista 32/64bit  Windows XP 32/64bit,1 x DVI,None,None,None,None,None,1 x D-SUB,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None
139.97,PNY,Verto,VCGG2101XPB,PCI Express 2.0 x16,NVIDIA,None,GeForce 210,475 MHz,None,24,800 MHz,1GB,128-Bit,DDR2,DirectX 10.1,OpenGL 3.1,1 x HDMI,None,None,None,2560 x 1600,No,None,Single Fan,None,A minimum 300W or greater system power supply (with a minimum 12V current rating of 18A),None,Yes,NVIDIA Unified Architecture Full Microsoft DirectX 10.1 support NVIDIA PhysX technology NVIDIA CUDA technologyMicrosoft Windows 7 Support NVIDIA PureVideo HD technologyHDMI ON-Board support w/support for 7.1 TRUE HD audio pass-through Dual-link HDCP Capable	OpenGL 3.1 Optimization and Support,None,None,None,None,January 27  2019,None,1 x DVI,Yes,Low Profile Ready,None,None,None,1 x D-SUB,400MHz,1100MHz,None,None,None,None,None,None,None,None,None,None,None,None,None
95.0,PNY,None,VCG84512D3SXPB,PCI Express 2.0 x16,NVIDIA,None,GeForce 8400 GS,567MHz,None,8,1000 MHz,512MB,64-Bit,DDR3,DirectX 10,OpenGL 3.1,1 x HDMI,None,None,None,2560 x 1600,No,None,Single Fan,None,None,None,Yes,NVIDIA Unified ArchitectureFull Microsoft DirectX 10 supportNVIDIA CUDA technology supportMicrosoft Windows 7 supportDirectCompute SupportOpenCL SupportNVIDIA PureVideo HD technology support,None,5.7" x 2.71",None,None,October 11  2019,None,1 x DVI,Yes,None,None,None,None,1 x D-SUB,400MHz,None,None,None,None,None,None,None,None,None,None,None,None,None,None
92.35,EVGA,None,01G-P3-2731-KR,PCI Express 2.0,NVIDIA,None,GeForce GT 730,700 MHz,None,96,1600MHz,1GB,128-Bit,DDR3,DirectX 12,OpenGL 4.4,1 x mini HDMI,2,None,None,2560 x 1600,None,None,Single Fan,50W,300W or greater power supply with a minimum of 20 Amp on the +12 volt rail.****PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit  Windows Vista 32/64bit  Windows XP 32/64bit.****Minimum system power requirement based on a PC configured with an Intel Core i7 3.2 GHz processor.,None,None,NVIDIA PhysX technologyPCI Express 2.0 supportNVIDIA Adaptive Vertical SyncMicrosoft DirectX 12 API (feature level 11_0) SupportNVIDIA 3D Vision Ready***NVIDIA CUDA Technology with OpenCL supportOpenGL 4.4 SupportOpenCL SupportNVIDIA FXAA TechnologyNVIDIA TXAA TechnologyNVIDIA PureVideo HD Technology***NVIDIA 3D Vision and Surround require 3D Vision glasses and 3D Vision-ready displays. See www.nvidia.com/get3d for more information,168 mm,6.60" x 4.38",Single Slot,None,September 30  2019,None,2 x DL-DVI-I,Yes,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None
1190.0,ASUS,None,GTXTITANZ-12GD5,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX TITAN,GeForce GTX TITAN Z,705MHz,876MHz,5760,7000MHz,12GB,768-Bit,GDDR5,None,OpenGL 4.4,1 x HDMI,None,1 x DisplayPort,None,None,SLI Ready,None,Single Fan,None,None,None,Yes,Gigantic 12GB GDDR5 memory for the best gaming experience & the best resolution.NVIDIA GPU Boost 2.0 Technology for intelligent monitoring of clock speed  ensuring that the GPU runs at its peak and the game is at its highest frame rate possible. It offers new levels of customization  including GPU temperature target  overclocking  and unlocked voltage.ASUS exclusive GPU Tweak helps you modify clock speeds  voltages  fan performance and more  all via an intuitive interface.GPU Tweak Streaming tool allows you to share on-screen action in real-time. Add scrolling text  pictures  and webcam images to the streaming window easily.,None,10.63" x 4.38",Triple Slot,None,September 17  2018,None,1 x DVI-D1 x DVI-I,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
70.9,GIGABYTE,None,GV-N710D3-2GL REV2.0,PCI Express 2.0,NVIDIA,None,GeForce GT 710,954 MHz,None,None,1600MHz,2GB,64-Bit,DDR3,DirectX 12,OpenGL 4.5,1 x HDMI,3,None,None,Digital: 4096 x 2160Analog: 2048 x 1536,None,None,Single Fan,20W,Recommended PSU: 300W,None,None,None,145 mm,5.67" x 2.68",Single Slot,None,October 23  2019,None,1 x Dual-link DVI-D,None,Low Profile,None,None,None,1 x D-SUB,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1090.0,MSI,None,GTX 1080 TI DUKE 11G,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080 Ti,1480 MHz,1582 MHz,None,None,11GB,352-Bit,GDDR5X,DirectX 12,OpenGL 4.5,2 x HDMI,4,2 x DisplayPort,None,None,2-Way SLI,Yes,Triple Fans,None,Power consumption: 250WRecommended PSU: 600W,2 x 8-Pin,2.2,Triple Force Architecture- TriFrozr Thermal Design: Triple PWM fans with Independent Control System on Advanced Thermal Design.- Propeller Blade: Produces 20% more airflow and less noise than traditional fan designs.- SuperPipe: 8mm Superpipes transfer heat much faster to the heat sink under PWM fans  and highly improve dissipation efficiency- Zero Frozr: Fans stop spinning in low load to keep the card quiet and increase lifetime.Afterburner Overclocking Utility- Wireless control through mobile devices.- Predator: In-game video recording.- Supports multi-GPU setups.Military Class 4 Components- Certified to MIL-STD-810G standards for top stability and quality.- Built with Hi-c CAP  Solid CAP  and New SFC components.,320 mm,12.60" x 5.55",Dual Slot,None,November 28  2018,None,1 x DL-DVI-D,Yes,Plug-in Card,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
89.0,PNY,None,VCG84DMS5SXPB,PCI Express 2.0 x16,NVIDIA,None,GeForce 8400 GS,567 MHz,None,8,800 MHz,512MB,64-Bit,DDR2,DirectX 10,OpenGL 3.1,None,None,None,On-board Outputs: 1 x DMS 59(Additional Outputs Supported: VGA+VGA or DVI-I+DVI-I or DVI-I+VGA),2048 x 1536,No,None,Fanless,None,None,None,None,Additional Outputs Supported: VGA+VGA or DVI-I+DVI-I or DVI-I+VGANVIDIA Unified Architecture Full Microsoft DirectX 10 support NVIDIA CUDA technologyMicrosoft Windows 7 Support NVIDIA PureVideo HD technologyOpenGL 3.1 Optimization and Support Passive coolingDMS-59 digital connector on board and accessory kit,None,None,None,VCG84DMS5SXPB(2) DVI-to-VGA adaptersDMS 59 CableLow-Profile bracket kit,November 04  2019,None,None,None,Low Profile Ready,None,None,None,None,400MHz,1400 MHz,None,None,None,None,None,None,None,None,None,None,None,None,None
625.0,GIGABYTE,AORUS,GV-N107TAORUS-8GD,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1070 Ti,OC Mode: 1683 MHzGaming Mode: 1607 MHz,OC Mode: 1771 MHzGaming Mode: 1683 MHz,2432,8008 MHz,8GB,256-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,2-Way SLI,Yes,WINDFORCE 3X,None,Recommended PSU: 500W,8-Pin,None,Powered by GeForce GTX 1070 TiIntegrated with 8GB GDDR5 256-bit memoryWINDFORCE 3X with Blade Fan DesignAdvanced Copper Back Plate CoolingRGB Fusion-16.7M customizable color lightingExtreme overclocking with 6+2 power phases,280 mm,11.02" x 4.49",Dual Slot,None,March 28  2019,None,1 x Dual-link DVI-D,Yes,ATX,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1468.76,PNY,None,VCG2080T11TFMPB-O,PCI Express 3.0,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2080 Ti,1350 MHz,1635 MHz,4352,14 Gbps,11GB,352-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,1 x USB Type-C,7680 x 4320,NVLink 2-Way,None,Triple Fans,260W,Recommended Power Supply: 650W or greaterPCI Express-compliant motherboard with one dual-width x16 graphics slot1.5GB available hard-disk space8GB system memory (16GB recommended)Two 8-pin supplementary power connectorsInternet connection,2 x 8-Pin,None,NVIDIA's newest flagship graphics card is a revolution in gaming realism and performance. Its powerful NVIDIA Turing GPU architecture  breakthrough technologies  and 11GB of next-gen  ultra fast GDDR6 memory make it the world's ultimate gaming GPU.,314 mm,12.36" x 5.04",Dual Slot,None,January 15  2019,Microsoft Windows 10 64-bit (April 2018 Update or later)  Windows 7 64-bit  Linux 64-bit,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
224.99,ZOTAC,None,ZT-P10500E-10L,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1050,1354 MHz,1455 MHz,640,7 GHz,2GB,128-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,Triple Display,1 x DisplayPort 1.4,None,None,No,None,Dual 40mm Fan,None,Recommended Power Supply: 300WPower Consumption: 75W,None,Yes,Everyone deserves great gaming. That's why we created the fast  powerful ZOTAC GeForce GTX 1050 Mini. Now you can turn your PC into a true gaming rig  powered by NVIDIA Pascal - the most advanced GPU architecture ever created. It's loaded with innovative NVIDIA Game Ready technologies that let every gamer experience the latest titles in their full glory in super compact form. Now get all that performance in a low profile form factor.,160 mm,6.30" x 4.38",Dual Slot,Accessories:User Manual  Low-Profile bracket,February 05  2019,Windows 10 / 8 / 7,1 x DL-DVI,Yes,Low Profile,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1120.0,EVGA,None,11G-P4-6696-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080 Ti,1569 MHz,N/A,3584,11016 MHz,11GB,352-Bit,GDDR5X,DirectX 12,OpenGL 4.6,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,SLI Ready,Yes,Triple Fans,None,600 Watts or greater power supply. PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,2 x 8-Pin or 6+2-Pin,Yes,None,300 mm,11.80" x 5.62",Dual Slot,None,October 30  2018,Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit,1 x Dual-Link DVI-D,Yes,None,GTX 1080 Ti FTW3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
775.0,PNY,None,VCGGTX10808PB,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080,1607 MHz,1733 MHz,2560,10 Gbps,8GB,256-Bit,GDDR5X,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,None,3 x DisplayPort 1.4,None,7680 x 4320,SLI HB Bridge Supported,Yes,Single Fan,None,TDP: 180WMinimum System Requirements:PCI Express-compliant motherboard with one dual-width x16 graphics slotOne 8-pin PCI Express supplementary power connectorsMinimum 500W or greater system power supply*300MB of available hard-disk space2GB system memory (4GB or higher recommended)Windows 7-10  Linux  FreeBSDx86DVD-ROM drive and Internet connection*** Recommendation is made based on PC configured with an Intel Core i7 3.2 GHz processor. Pre-built system may require less power depending on system configuration.** Graphics Card driver is not included in the box; GeForce Experience will download the latest GeForce driver from the Internet after install.,8-Pin,None,Simultaneous Multi-ProjectionVR ReadyNVIDIA Ansel SupportNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 SupportVulkan API SupportOpen GL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680x4320@60Hz*Display Connectors:3 x DisplayPort 1.4HDMI 2.0bDL-DVI* 7680x4320@60Hz RGB 8-bit with dual DisplayPort connectors or 7680x4320@60Hz YUV420 8-bit with DisplayPort 1.3 connector.,267 mm,10.50" x 4.38",Dual Slot,None,January 09  2019,None,1 x DL-DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
299.0,MSI,None,N520GT-MD2GD3/LP,PCI Express 2.0 x16,NVIDIA,None,GeForce GT 520 (Fermi),810MHz,None,48,1000 MHz,2GB,64-Bit,DDR3,DirectX 11,OpenGL 4.1,1 x HDMI,None,None,None,2560 x 1600,No,None,Single Fan,None,None,None,Yes,2GB DDR3 Memory- The new product of MSI N520GT series equipped 2GB DDR3 memory.- More VRAM provides better performance of high resolution PC games and movies.Video Capture - Predator- FREE bundle within Afterburner 2.10!!- Support real-time video capturing.- Multi-thread supported.Low Profile Design- Low profile design perfectly works with slim or smaller system.All Solid Capacitors- 10 years ultra long lifetime (under full load).- Lower temperature and higher efficiency.- Aluminum core without explosion.,None,5.67" x 2.72" x 0.79",None,None,April 10  2018,None,1 x DVI,Yes,Low Profile Ready,None,None,None,1 x D-SUB,400MHz,1620MHz,None,None,None,None,None,None,None,None,None,None,None,None,None
